station_numbeer,zone_code,zone_name,district_code,district_name,block_code,block_name,panchayat_code,panchayat_name,location,longitude,latitude,station_type,agency,installed_position,date_of_comm,is_problematic,station_premises_on,vendor_engineer_name,User_ID,station_premises_condition,last_visited_date
61220004,51,North East,22,Saharsa,220004,Saharsa,,,Saharsa,86.59,25.75,AWS,Obel,On Ground,,,Government Land,Ravi kumar ,14,No-Issue,12-11-2025
61220005,51,North East,22,Saharsa,220005,Saur Bazar,,,Saur Bazar,86.678,25.848,AWS,Obel,On Ground,,,Government Land,Ravi kumar ,14,No-Issue,12-11-2025
61220006,51,North East,22,Saharsa,220006,Patarghat,,,Patarghat,86.78,25.78,AWS,Obel,On Ground,,,Government Land,Ravi kumar ,14,No-Issue,12-11-2025
61220007,51,North East,22,Saharsa,220007,Sonbarsa,,,Sonbarsa,86.709,25.698,AWS,Obel,On Ground,,,Government Land,Ravi kumar ,14,No-Issue,12-11-2025
61220008,51,North East,22,Saharsa,220008,Simri Bakhtiarpur,,,Simri Bakhtiarpur,86.587,25.723,AWS,Obel,On Ground,,,Government Land,Ravi kumar ,14,No-Issue,12-11-2025
61220009,51,North East,22,Saharsa,220009,Salkhua,,,Salkhua,86.602,25.662,AWS,Obel,On Ground,,,Government Land,Ravi kumar ,14,No-Issue,12-11-2025
61220010,51,North East,22,Saharsa,220010,Banma Itahari,,,Banma Itahari,86.65,25.66,AWS,Obel,On Ground,,,Government Land,Ravi kumar ,14,No-Issue,12-11-2025
61230001,55,North Central,23,Darbhanga,230001,Jale,,,Jale,85.739,26.393,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,14,No-Issue,15-08-2024
61230002,55,North Central,23,Darbhanga,230002,Singhwara,,,Singhwara,85.735,26.182,AWS,Obel,On Ground,,,Government Land,Prince kumar ,14,No-Issue,15-05-2025
61230003,55,North Central,23,Darbhanga,230003,Keotiranway,,,Keotiranway,85.946,26.296,AWS,Obel,On Ground,,,Government Land,Manish Kumar,14,No-Issue,08-08-2025
61230004,55,North Central,23,Darbhanga,230004,Darabhanga,,,Darabhanga,85.913841,26.14958,AWS,Obel,On Ground,,,Government Land,Manish kumar ,14,No-Issue,08-08-2025
61230005,55,North Central,23,Darbhanga,230005,Benipur,,,Benipur,86.148,26.059,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,14,No-Issue,19-10-2024
61230006,55,North Central,23,Darbhanga,230006,Tardih,,,Tardih,86.25,26.147,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,14,No-Issue,15-08-2024
61230007,55,North Central,23,Darbhanga,230007,Alinagar,,,Alinagar,86.249,26.073,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,14,No-Issue,19-10-2024
61230008,55,North Central,23,Darbhanga,230008,Manigachhi,,,Manigachhi,86.147,26.212,AWS,Obel,On Ground,,,Government Land,Manish kumar ,14,No-Issue,03-10-2025
61230009,55,North Central,23,Darbhanga,230009,Bahadurpur,,,Bahadurpur,85.911,26.11,AWS,Obel,On Ground,,,Government Land,Manish kumar,14,No-Issue,08-08-2025
61230010,55,North Central,23,Darbhanga,230010,Hanuman Nagar,,,Hanuman Nagar,85.834,26.034,AWS,Obel,On Ground,,,Government Land,Prince kumar ,14,No-Issue,15-05-2025
61230011,55,North Central,23,Darbhanga,230011,Hayaghat,,,Hayaghat,85.887,26.009,AWS,Obel,On Ground,,,Government Land,Manish Kumar,14,No-Issue,08-08-2025
61230012,55,North Central,23,Darbhanga,230012,Baheri,,,Baheri,86.05,25.939,AWS,Obel,On Ground,,,Government Land,Satish kumar ,14,No-Issue,18-02-2024
61230013,55,North Central,23,Darbhanga,230013,Biraul,,,Biraul,86.24,25.91,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,14,No-Issue,19-10-2024
61230014,55,North Central,23,Darbhanga,230014,Ghanshyampur,,,Ghanshyampur,86.324,26.065,AWS,Obel,On Ground,,,Government Land,Satish kumar ,14,No-Issue,19-02-2024
61230015,55,North Central,23,Darbhanga,230015,Kiratpur,,,Kiratpur,86.371,26.019,AWS,Obel,On Ground,,,,,,,
61230016,55,North Central,23,Darbhanga,230016,Gaura Bauram,,,Gaura Bauram,86.292,25.973,AWS,Obel,On Ground,,,Government Land,Satish kumar ,14,No-Issue,19-02-2024
61230017,55,North Central,23,Darbhanga,230017,Kusheshwar Asthan,,,Kusheshwar Asthan,86.267,25.831,AWS,Obel,On Ground,,,Government Land,Satish Kumar Ray,19,No-Issue,27-11-2023
61230018,55,North Central,23,Darbhanga,230018,Kusheshwar Asthan Purbi,,,Kusheshwar Asthan Purbi,86.31,25.819,AWS,Obel,On Ground,,,Government Land,satish kumar,14,Sub-merged,22-04-2024
61240001,55,North Central,24,Muzaffarpur,240001,Sahebganj,,,Sahebganj,84.932,26.3,AWS,Obel,On Ground,,,Government Land,Sandeep Kumar ,15,No-Issue,07-03-2025
61240002,55,North Central,24,Muzaffarpur,240002,Baruraj (Motipur),,,Baruraj (Motipur),85.133,26.261,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,No-Issue,07-03-2025
61240003,55,North Central,24,Muzaffarpur,240003,Paroo,,,Paroo,85.073,26.089,AWS,Obel,On Ground,,,Government Land,Sandeep Kumar ,15,No-Issue,06-02-2025
61240004,55,North Central,24,Muzaffarpur,240004,Saraiya,,,Saraiya,85.149,26.03,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,No-Issue,06-02-2025
61240005,55,North Central,24,Muzaffarpur,240005,Marwan,,,Marwan,85.26,26.117,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,No-Issue,22-02-2025
61240006,55,North Central,24,Muzaffarpur,240006,Kanti,,,Kanti,85.292,26.203,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,No-Issue,22-02-2025
61240007,55,North Central,24,Muzaffarpur,240007,Minapur,,,Minapur,85.354,26.244,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,No-Issue,08-03-2025
61240008,55,North Central,24,Muzaffarpur,240008,Bochaha,,,Bochaha,85.47,26.164,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,No-Issue,23-01-2025
61240009,55,North Central,24,Muzaffarpur,240009,Aurai,,,Aurai,85.564,26.317,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,No-Issue,21-02-2025
61240010,55,North Central,24,Muzaffarpur,240010,Katra,,,Katra,85.635,26.19,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,No-Issue,21-02-2025
61240011,55,North Central,24,Muzaffarpur,240011,Gaighat,,,Gaighat,85.654,26.132,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,No-Issue,23-01-2025
61240012,55,North Central,24,Muzaffarpur,240012,Bandra,,,Bandra,85.628,26.06,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,No-Issue,24-01-2025
61240013,55,North Central,24,Muzaffarpur,240013,Dholi(Moraul),,,Dholi(Moraul),85.584,25.997,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,No-Issue,24-01-2025
61240014,55,North Central,24,Muzaffarpur,240014,Mushahari,,,Mushahari,85.44,26.09,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,No-Issue,20-02-2025
61240015,55,North Central,24,Muzaffarpur,240015,Kurhani,,,Kurhani,85.347,26.034,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,No-Issue,20-03-2025
61240016,55,North Central,24,Muzaffarpur,240016,Sakra,,,Sakra,85.560927,25.975177,AWS,Obel,On Ground,,,Government Land,Manish Kumar ,15,Partially Sub-merged,20-02-2025
61250001,56,North West,25,Gopalganj,250001,Katiya,,,Katiya,84.08,26.571,AWS,Obel,On Ground,,,,,,,
61250002,56,North West,25,Gopalganj,250002,Bijaipur,,,Bijaipur,83.99,26.465,AWS,Obel,On Ground,,,,,,,
61250003,56,North West,25,Gopalganj,250003,Bhorey,,,Bhorey,84.114,26.445,AWS,Obel,On Ground,,,Government Land,Chandan ,16,No-Issue,19-03-2024
61250004,56,North West,25,Gopalganj,250004,Pach Deuri,,,Pach Deuri,84.159,26.586,AWS,Obel,On Ground,,,Government Land,kumud ranjan,16,No-Issue,22-02-2024
61250005,56,North West,25,Gopalganj,250005,Kuchaikote,,,Kuchaikote,84.324,26.56,AWS,Obel,On Ground,,,Government Land,chandan,16,No-Issue,21-02-2024
61250006,56,North West,25,Gopalganj,250006,Phulwaria,,,Phulwaria,84.247,26.461,AWS,Obel,On Ground,,,,,,,
61250007,56,North West,25,Gopalganj,250007,Hathua,,,Hathua,84.313,26.367,AWS,Obel,On Ground,,,,,,,
61250008,56,North West,25,Gopalganj,250008,Uchkagaon,,,Uchkagaon,84.287,26.446,AWS,Obel,On Ground,,,,,,,
61250009,56,North West,25,Gopalganj,250009,Thawe,,,Thawe,84.397,26.432,AWS,Obel,On Ground,,,Government Land,chandan kumar,16,No-Issue,20-02-2024
61250010,56,North West,25,Gopalganj,250010,Gopalganj,,,Gopalganj,84.44,26.46,AWS,Obel,On Ground,,,Government Land,kumud ranjan,16,No-Issue,20-02-2024
61250011,56,North West,25,Gopalganj,250011,Manjha,,,Manjha,84.492,26.401,AWS,Obel,On Ground,,,Government Land,chandan,16,No-Issue,20-02-2024
61250012,56,North West,25,Gopalganj,250012,Barauli,,,Barauli,84.588,26.389,AWS,Obel,On Ground,,,Government Land,Chandan ,16,No-Issue,19-03-2024
61250013,56,North West,25,Gopalganj,250013,Sidhwalia,,,Sidhwalia,84.695,26.345,AWS,Obel,On Ground,,,Government Land,chandan,16,No-Issue,21-02-2024
61250014,56,North West,25,Gopalganj,250014,Baikunthpur,,,Baikunthpur,84.745,26.268,AWS,Obel,On Ground,,,Government Land,chandan,16,No-Issue,21-02-2024
61260001,56,North West,26,Siwan,260001,Nautan,,,Nautan,84.215,26.329,AWS,Obel,On Ground,,,Government Land,Santosh OBEL,20,Partially Sub-merged,24-01-2024
61260002,56,North West,26,Siwan,260002,Siwan Sadar,,,Siwan Sadar,84.35,26.23,AWS,Obel,On Ground,,,Government Land,Obel/Chandan ,20,No-Issue,25-10-2025
61260003,56,North West,26,Siwan,260003,Barharia,,,Barharia,84.457,26.319,AWS,Obel,On Ground,,,Government Land,Obel/chandan,20,Partially Sub-merged,26-10-2024
61260004,56,North West,26,Siwan,260004,Goriakothi,,,Goriakothi,84.606,26.265,AWS,Obel,On Ground,,,Government Land,Obel,20,No-Issue,21-10-2024
61260005,56,North West,26,Siwan,260005,Basantpur,,,Basantpur,84.663,26.169,AWS,Obel,On Ground,,,Government Land,"Chandan kumar,OBEL",20,No-Issue,18-07-2025
61260006,56,North West,26,Siwan,260006,Lakri Nabiganj,,,Lakri Nabiganj,84.713,26.231,AWS,Obel,On Ground,,,Government Land,Obel,20,Partially Sub-merged,21-10-2024
61260007,56,North West,26,Siwan,260007,Bhagwanpur Hat,,,Bhagwanpur Hat,84.678,26.087,AWS,Obel,On Ground,,,Government Land,OBEL/CHINTU,20,No-Issue,19-07-2025
61260008,56,North West,26,Siwan,260008,Maharajganj,,,Maharajganj,84.495,26.108,AWS,Obel,On Ground,,,Government Land,Obel/Chandan ,20,Partially Sub-merged,24-09-2025
61260009,56,North West,26,Siwan,260009,Pachrukhi,,,Pachrukhi,84.416,26.158,AWS,Obel,On Ground,,,Government Land,Obel/Chintu,20,No-Issue,26-09-2025
61260010,56,North West,26,Siwan,260010,Hussainganj,,,Hussainganj,84.325,26.143,AWS,Obel,On Ground,,,Government Land,Obel/Chandan ,20,No-Issue,24-10-2025
61260011,56,North West,26,Siwan,260011,Ziradei,,,Ziradei,84.253,26.197,AWS,Obel,On Ground,,,Government Land,Chintu/Obel,20,No-Issue,10-05-2025
61260012,56,North West,26,Siwan,260012,Mairwa,,,Mairwa,84.153,26.235,AWS,Obel,On Ground,,,Government Land,Santosh OBEL,20,Partially Sub-merged,24-01-2024
61260013,56,North West,26,Siwan,260013,Guthani,,,Guthani,84.046,26.169,AWS,Obel,On Ground,,,Government Land,Santosh OBEL,20,No-Issue,05-02-2024
61260014,56,North West,26,Siwan,260014,Darauli,,,Darauli,84.128,26.085,AWS,Obel,On Ground,,,Government Land,Santosh OBEL,20,No-Issue,05-02-2024
61260015,56,North West,26,Siwan,260015,Andar,,,Andar,84.291,26.102,AWS,Obel,On Ground,,,Government Land,Obel,20,Partially Sub-merged,14-09-2024
61260016,56,North West,26,Siwan,260016,Raghunathpur,,,Raghunathpur,84.271,26.001,AWS,Obel,On Ground,,,Government Land,Santosh OBEL,20,Partially Sub-merged,06-02-2024
61260017,56,North West,26,Siwan,260017,Hasanpura,,,Hasanpura,84.356,26.112,AWS,Obel,On Ground,,,Government Land,"Chandan kumar,OBEL",20,Partially Sub-merged,22-10-2025
61260018,56,North West,26,Siwan,260018,Daraundha,,,Daraundha,84.459,26.085,AWS,Obel,On Ground,,,Government Land,Chintu/obel ,20,No-Issue,22-09-2025
61260019,56,North West,26,Siwan,260019,Siswan,,,Siswan,84.4,25.952,AWS,Obel,On Ground,,,Government Land,0bel/Chandan ,20,No-Issue,13-09-2024
61270001,56,North West,27,Saran,270001,Mashrakh,,,Mashrakh,84.799,26.086,AWS,Obel,On Ground,,,Government Land,Digvijay ,9,No-Issue,17-09-2025
61270002,56,North West,27,Saran,270002,Panapur,,,Panapur,84.85,26.14,AWS,Obel,On Ground,,,Government Land,Digvijay,9,No-Issue,02-11-2024
61270003,56,North West,27,Saran,270003,Taraiya,,,Taraiya,84.897,26.069,AWS,Obel,On Ground,,,Government Land,Ritesh,9,No-Issue,22-02-2025
61270004,56,North West,27,Saran,270004,Ishupur,,,Ishupur,84.799,26.021,AWS,Obel,On Ground,,,Government Land,Digvijay ,9,No-Issue,15-09-2025
61270005,56,North West,27,Saran,270005,Baniapur,,,Baniapur,84.688,25.998,AWS,Obel,On Ground,,,Government Land,Digvijay,9,No-Issue,15-05-2025
61270006,56,North West,27,Saran,270006,Lahladpur,,,Lahladpur,84.601,26.063,AWS,Obel,On Ground,,,Government Land,Digvijay,9,No-Issue,08-08-2025
61270007,56,North West,27,Saran,270007,Ekma,,,Ekma,84.533,25.963,AWS,Obel,On Ground,,,Government Land,Digvijay,9,No-Issue,27-06-2025
61270008,56,North West,27,Saran,270008,Manjhi,,,Manjhi,84.582,25.832,AWS,Obel,On Ground,,,Government Land,Digvijay ,9,No-Issue,16-09-2025
61270009,56,North West,27,Saran,270009,Jalalpur,,,Jalalpur,84.7,25.854,AWS,Obel,On Ground,,,Government Land,Digvijay,9,No-Issue,16-05-2025
61270010,56,North West,27,Saran,270010,Rivilganj,,,Rivilganj,84.66,25.78,AWS,Obel,On Ground,,,Government Land,Ritesh,9,No-Issue,23-06-2025
61270011,56,North West,27,Saran,270011,Chhapra,,,Chhapra,84.771257,25.781705,AWS,Obel,On Ground,,,Government Land,Ritesh,9,No-Issue,03-04-2024
61270012,56,North West,27,Saran,270012,Nagra,,,Nagra,84.753,25.889,AWS,Obel,On Ground,,,Government Land,Digvijay,9,No-Issue,30-10-2025
61270013,56,North West,27,Saran,270013,Marhaura,,,Marhaura,84.847,25.959,AWS,Obel,On Ground,,,Government Land,Digvijay ,9,No-Issue,29-10-2025
61270014,56,North West,27,Saran,270014,Amnour,,,Amnour,84.925,25.964,AWS,Obel,On Ground,,,Government Land,Ritesh,9,No-Issue,06-08-2025
61270015,56,North West,27,Saran,270015,Maker,,,Maker,85.02,25.951,AWS,Obel,On Ground,,,Government Land,Ritesh,9,No-Issue,01-11-2025
61270016,56,North West,27,Saran,270016,Parsa,,,Parsa,85.027,25.901,AWS,Obel,On Ground,,,Government Land,Ritesh,9,No-Issue,05-04-2025
61270017,56,North West,27,Saran,270017,Dariapur,,,Dariapur,85.03,25.78,AWS,Obel,On Ground,,,Government Land,Ritesh,9,Partially Sub-merged,31-10-2025
61270018,56,North West,27,Saran,270018,Garkha,,,Garkha,84.87,25.838,AWS,Obel,On Ground,,,Government Land,Ritesh,9,No-Issue,19-09-2025
61270019,56,North West,27,Saran,270019,Dighwara,,,Dighwara,85.009,25.749,AWS,Obel,On Ground,,,Government Land,Ritesh,9,No-Issue,07-08-2025
61270020,56,North West,27,Saran,270020,Sonepur,,,Sonepur,85.178,25.695,AWS,Obel,On Ground,,,Government Land,Ritesh,9,Partially Sub-merged,20-09-2025
61280001,55,North Central,28,Vaishali,280001,Vaishali,,,Vaishali,85.133,25.975,AWS,Obel,On Ground,,,Government Land,Manish kumar,17,No-Issue,18-12-2025
61280002,55,North Central,28,Vaishali,280002,Paterhi Belsar,,,Paterhi Belsar,85.232,25.997,AWS,Obel,On Ground,,,Government Land,Manish kumar,17,No-Issue,19-12-2025
61280003,55,North Central,28,Vaishali,280003,Lalganj,,,Lalganj,85.172,25.854,AWS,Obel,On Ground,,,Private Land,Manish kumar,17,No-Issue,15-12-2025
61280004,55,North Central,28,Vaishali,280004,Bhagwanpur,,,Bhagwanpur,85.305,25.86,AWS,Obel,On Ground,,,Private Land,Manish kumar,17,No-Issue,21-11-2025
61280005,55,North Central,28,Vaishali,280005,Goraul,,,Goraul,85.296,25.935,AWS,Obel,On Ground,,,Private Land,Manish kumar,17,No-Issue,22-11-2025
61280006,55,North Central,28,Vaishali,280006,Chehra Kalan,,,Chehra Kalan,85.389,25.89,AWS,Obel,On Ground,,,Government Land,Manish kumar,17,No-Issue,15-12-2025
61280007,55,North Central,28,Vaishali,280007,Patepur,,,Patepur,85.543,25.873,AWS,Obel,On Ground,,,Government Land,Manish kumar,17,No-Issue,22-09-2025
61280008,55,North Central,28,Vaishali,280008,Mahua,,,Mahua,85.395,25.814,AWS,Obel,On Ground,,,Government Land,Manish kumar,17,No-Issue,10-10-2024
61280009,55,North Central,28,Vaishali,280009,Jandaha,,,Jandaha,85.525,25.717,AWS,Obel,On Ground,,,Government Land,Munna kumar,17,No-Issue,11-02-2025
61280010,55,North Central,28,Vaishali,280010,Raja Pakar,,,Raja Pakar,85.368,25.75,AWS,Obel,On Ground,,,Government Land,Munna kumar,17,No-Issue,25-10-2025
61280011,55,North Central,28,Vaishali,280011,Hajipur,,,Hajipur,85.22,25.71,AWS,Obel,On Ground,,,Government Land,Manish kumar,17,No-Issue,14-02-2025
61280012,55,North Central,28,Vaishali,280012,Raghopur,,,Raghopur,85.347,25.567,AWS,Obel,On Ground,,,Government Land,Munna kumar,17,No-Issue,29-12-2025
61280013,55,North Central,28,Vaishali,280013,Bidupur,,,Bidupur,85.335,25.643,AWS,Obel,On Ground,,,Government Land,Munna kumar,17,No-Issue,25-10-2025
61280014,55,North Central,28,Vaishali,280014,Desri,,,Desri,85.412,25.674,AWS,Obel,On Ground,,,Government Land,Munna kumar,17,No-Issue,14-01-2025
61280015,55,North Central,28,Vaishali,280015,Sahdai Buzurg,,,Sahdai Buzurg,85.45,25.66,AWS,Obel,On Ground,,,Government Land,Munna kumar,17,No-Issue,18-06-2025
61280016,55,North Central,28,Vaishali,280016,Mahnar,,,Mahnar,85.493,25.626,AWS,Obel,On Ground,,,Government Land,Munna kumar,17,No-Issue,01-02-2025
61290001,55,North Central,29,Samastipur,290001,Kalyanpur,,,Kalyanpur,85.788,25.962,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,02-07-2025
61290002,55,North Central,29,Samastipur,290002,Warisnagar,,,Warisnagar,85.868,25.933,AWS,Obel,On Ground,,,Government Land,Rambabu kumar,17,No-Issue,24-02-2024
61290003,55,North Central,29,Samastipur,290003,Shivaji Nagar,,,Shivaji Nagar,86.02,25.891,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,29-07-2025
61290004,55,North Central,29,Samastipur,290004,Khanpur,,,Khanpur,85.943,25.859,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,03-11-2025
61290005,55,North Central,29,Samastipur,290005,Samastipur,,,Samastipur,85.81,25.85,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,08-11-2025
61290006,55,North Central,29,Samastipur,290006,Pusa,,,Pusa,85.68,25.983,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,07-04-2025
61290007,55,North Central,29,Samastipur,290007,Tajpur,,,Tajpur,85.665,25.857,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,10-10-2025
61290008,55,North Central,29,Samastipur,290008,Tajpur Morwa,,,Tajpur Morwa,85.697,25.813,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,07-10-2025
61290009,55,North Central,29,Samastipur,290009,Patori,,,Patori,85.593,25.635,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,02-12-2025
61290010,55,North Central,29,Samastipur,290010,Mohanpur,,,Mohanpur,85.584,25.568,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,05-12-2025
61290011,55,North Central,29,Samastipur,290011,Mohiuddinagar,,,Mohiuddinagar,85.701,25.599,AWS,Obel,On Ground,,,Government Land,Munna kumar,17,No-Issue,27-01-2025
61290012,55,North Central,29,Samastipur,290012,Sarairanjan,,,Sarairanjan,85.715,25.761,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,10-10-2025
61290013,55,North Central,29,Samastipur,290013,Vidyapati Nagar,,,Vidyapati Nagar,85.798,25.596,AWS,Obel,On Ground,,,Government Land,Rambabu kumar,17,No-Issue,26-02-2024
61290014,55,North Central,29,Samastipur,290014,Dalsinghsarai,,,Dalsinghsarai,85.839,25.672,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,09-09-2025
61290015,55,North Central,29,Samastipur,290015,Ujiarpur,,,Ujiarpur,85.797,25.769,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,01-12-2025
61290016,55,North Central,29,Samastipur,290016,Bibhutpur,,,Bibhutpur,85.975,25.732,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,28-08-2025
61290017,55,North Central,29,Samastipur,290017,Rosera,,,Rosera,86.036,25.749,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,25-08-2025
61290018,55,North Central,29,Samastipur,290018,Singhiya,,,Singhiya,86.171,25.84,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,25-03-2025
61290019,55,North Central,29,Samastipur,290019,Hasanpur,,,Hasanpur,86.191,25.72,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,29-08-2024
61290020,55,North Central,29,Samastipur,290020,Bithan,,,Bithan,86.293,25.695,AWS,Obel,On Ground,,,Government Land,Manoj kumar,17,No-Issue,24-03-2025
61300001,54,South Central,30,Begusarai,300001,Khudabandpur,,,Khudabandpur,86.028,25.663,AWS,Obel,On Ground,,,Government Land,Rambabu,9,No-Issue,22-08-2025
61300002,54,South Central,30,Begusarai,300002,Chorahi,,,Chorahi,86.105,25.693,AWS,Obel,On Ground,,,Government Land,Rambabu,9,No-Issue,08-03-2025
61300003,54,South Central,30,Begusarai,300003,Garhpura,,,Garhpura,86.178,25.661,AWS,Obel,On Ground,,,Government Land,Rambabu,9,No-Issue,01-10-2025
61300004,54,South Central,30,Begusarai,300004,Cheria Bariarpur,,,Cheria Bariarpur,86.094,25.581,AWS,Obel,On Ground,,,Government Land,Rambabu,9,No-Issue,12-11-2025
61300005,54,South Central,30,Begusarai,300005,Bhagwanpur,,,Bhagwanpur,86.009,25.542,AWS,Obel,On Ground,,,Government Land,Rambabu,9,No-Issue,29-09-2025
61300006,54,South Central,30,Begusarai,300006,Mansurchak,,,Mansurchak,85.919,25.632,AWS,Obel,On Ground,,,Government Land,Rambabu,9,No-Issue,13-11-2025
61300007,54,South Central,30,Begusarai,300007,Bachhwara,,,Bachhwara,85.899,25.573,AWS,Obel,On Ground,,,Government Land,Rambabu,9,No-Issue,29-05-2025
61300008,54,South Central,30,Begusarai,300008,Teghra,,,Teghra,85.941,25.501,AWS,Obel,On Ground,,,Government Land,Rampukar,9,No-Issue,30-05-2025
